age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped,Time_to_offer
39,married,Bachelor Degree,Male,14,> 20 kms,Internal Referrals,4,3/17/2015,4/15/2015,23,7,Vertical,No,15,No,Yes,29
30,married,Associate Certification,Male,39,15-20 kms,Job Portals,3,3/31/2015,7/13/2015,69,5,Lateral,No,6,No,No,104
27,married,Associate Degree,Male,12,> 20 kms,Consultants,5,3/17/2015,5/11/2015,23,5,Vertical,No,3,No,Yes,55
40,married,Master Degree,Male,39,<15 kms,Job Portals,3,6/8/2015,10/25/2015,93,4,Lateral,No,16,No,No,139
37,married,Master Degree,Male,32,<15 kms,Company Website,10,6/14/2015,10/20/2015,87,3,Vertical,No,13,No,No,128
31,single,Associate Degree,Male,35,15-20 kms,Social Media,4,6/27/2015,10/15/2015,39,3,Lateral,No,7,No,No,110
25,married,Associate Certification,Male,34,15-20 kms,Company Website,7,12/11/2015,3/25/2016,74,1,Lateral,No,1,No,No,105
34,married,Bachelor Degree,Male,13,<15 kms,Social Media,6,5/25/2015,7/6/2015,15,3,Vertical,Yes,6,No,Yes,42
44,married,Master Degree,Male,38,<15 kms,Company Website,4,9/28/2015,1/28/2016,47,4,Lateral,Yes,20,Yes,No,122
39,married,Associate Degree,Male,31,<15 kms,Internal Referrals,3,3/29/2016,8/15/2016,85,3,Lateral,Yes,15,Yes,No,139
25,married,Associate Degree,Male,13,> 20 kms,Company Website,5,3/7/2015,5/6/2015,23,1,Lateral,Yes,1,No,Yes,60
34,married,Master Degree,Male,12,<15 kms,Consultants,7,7/12/2015,7/28/2015,26,6,Lateral,No,10,No,Yes,16
25,married,Associate Degree,Male,31,> 20 kms,Company Website,6,9/17/2015,1/27/2016,73,1,Vertical,No,1,Yes,No,132
36,married,Associate Certification,Male,35,<15 kms,Consultants,8,5/31/2016,9/16/2016,51,7,Lateral,No,12,No,No,108
38,married,Master Degree,Male,12,<15 kms,Social Media,8,7/31/2015,9/7/2015,17,5,Vertical,Yes,14,Yes,Yes,38
36,single,Master Degree,Male,13,<15 kms,Social Media,10,3/31/2015,5/22/2015,22,5,Vertical,No,12,No,Yes,52
34,single,Associate Degree,Male,13,<15 kms,Internal Referrals,7,8/25/2015,8/28/2015,26,3,Vertical,No,10,Yes,Yes,3
33,single,Master Degree,Male,11,<15 kms,Company Website,3,6/16/2015,6/19/2015,23,4,Vertical,Yes,9,No,Yes,3
28,married,Associate Degree,Male,12,<15 kms,Consultants,7,3/21/2016,3/22/2016,24,4,Lateral,Yes,4,No,Yes,1
43,single,Associate Certification,Male,31,> 20 kms,Consultants,6,11/29/2015,3/23/2016,36,8,Lateral,No,19,No,No,115
45,divorced,Master Degree,Male,11,15-20 kms,Internal Referrals,3,3/5/2015,3/25/2015,24,6,Vertical,No,21,No,Yes,20
38,married,Associate Degree,Male,12,<15 kms,Social Media,3,8/25/2015,10/10/2015,30,7,Vertical,No,14,No,Yes,46
33,single,Master Degree,Male,37,15-20 kms,Social Media,10,10/15/2015,2/10/2016,64,7,Vertical,No,9,No,No,118
38,married,Associate Certification,Male,30,> 20 kms,Consultants,3,3/14/2016,7/4/2016,25,6,Lateral,Yes,14,Yes,No,112
28,married,Associate Certification,Male,31,<15 kms,Consultants,4,2/15/2016,5/30/2016,29,4,Vertical,Yes,4,No,No,105
40,married,Associate Certification,Male,30,> 20 kms,Company Website,8,4/18/2015,8/29/2015,67,4,Vertical,Yes,16,Yes,No,133
37,married,Associate Degree,Male,13,<15 kms,Job Portals,3,10/19/2015,12/15/2015,19,8,Lateral,Yes,13,Yes,Yes,57
31,married,Associate Degree,Male,30,<15 kms,Company Website,7,10/6/2015,1/16/2016,66,3,Lateral,Yes,7,Yes,No,102
41,divorced,Master Degree,Male,13,> 20 kms,Internal Referrals,3,2/27/2016,4/2/2016,25,4,Lateral,No,11,Yes,Yes,35
32,divorced,Associate Certification,Male,31,15-20 kms,Social Media,5,6/24/2015,11/1/2015,44,7,Vertical,Yes,8,No,No,130
32,married,Associate Certification,Male,30,> 20 kms,Company Website,3,2/20/2016,6/16/2016,29,7,Lateral,Yes,8,Yes,No,117
35,married,Master Degree,Male,32,<15 kms,Internal Referrals,3,10/7/2015,2/9/2016,69,5,Vertical,Yes,11,Yes,No,125
38,married,Associate Degree,Male,13,<15 kms,Consultants,10,5/9/2015,5/18/2015,30,4,Vertical,No,14,Yes,Yes,9
43,married,Master Degree,Male,11,> 20 kms,Consultants,9,6/24/2015,6/28/2015,21,6,Lateral,Yes,19,Yes,Yes,4
40,married,Bachelor Degree,Male,30,> 20 kms,Internal Referrals,3,5/25/2015,9/16/2015,68,5,Vertical,No,16,Yes,No,114
43,married,Bachelor Degree,Male,10,15-20 kms,Internal Referrals,9,8/20/2015,10/15/2015,29,6,Lateral,Yes,19,Yes,Yes,56
25,single,Bachelor Degree,Male,32,15-20 kms,Internal Referrals,3,5/22/2015,9/15/2015,92,1,Vertical,Yes,1,Yes,No,116
41,married,Bachelor Degree,Male,10,<15 kms,Social Media,6,6/6/2015,6/22/2015,25,4,Vertical,No,11,No,Yes,16
40,married,Associate Certification,Male,12,> 20 kms,Consultants,10,12/17/2015,1/12/2016,20,5,Vertical,Yes,16,No,Yes,26
40,married,Associate Degree,Male,32,15-20 kms,Job Portals,3,3/31/2015,7/19/2015,56,5,Lateral,Yes,16,Yes,No,110
35,divorced,Associate Degree,Male,35,> 20 kms,Job Portals,9,6/14/2015,10/22/2015,77,8,Vertical,Yes,11,Yes,No,130
28,married,Bachelor Degree,Male,33,<15 kms,Consultants,6,8/17/2015,12/10/2015,63,5,Lateral,Yes,4,Yes,No,115
43,married,Bachelor Degree,Male,34,> 20 kms,Social Media,5,12/19/2015,3/29/2016,65,8,Lateral,No,19,No,No,101
25,married,Associate Degree,Male,32,15-20 kms,Company Website,3,10/25/2015,2/8/2016,64,1,Vertical,Yes,1,No,No,106
40,single,Associate Degree,Male,38,<15 kms,Job Portals,10,8/15/2015,11/28/2015,81,5,Vertical,Yes,16,No,No,105
36,married,Associate Degree,Male,11,> 20 kms,Consultants,5,9/13/2015,10/22/2015,18,6,Lateral,No,12,No,Yes,39
33,married,Associate Degree,Male,10,15-20 kms,Job Portals,6,1/2/2016,2/6/2016,15,8,Vertical,No,9,No,Yes,35
28,married,Bachelor Degree,Male,33,> 20 kms,Internal Referrals,4,2/17/2016,6/13/2016,54,4,Lateral,Yes,4,No,No,117
39,married,Associate Certification,Male,13,> 20 kms,Consultants,5,3/5/2015,4/14/2015,16,3,Lateral,Yes,12,No,Yes,40
39,single,Associate Certification,Male,10,15-20 kms,Social Media,10,7/31/2015,8/29/2015,20,8,Vertical,Yes,15,No,Yes,29
30,single,Associate Certification,Male,11,15-20 kms,Consultants,7,3/23/2016,4/21/2016,27,3,Lateral,Yes,6,No,Yes,29
37,single,Associate Certification,Male,36,> 20 kms,Job Portals,5,1/5/2015,4/15/2015,31,3,Vertical,Yes,13,No,No,100
41,married,Master Degree,Male,10,15-20 kms,Internal Referrals,7,6/10/2015,6/27/2015,21,8,Lateral,No,17,Yes,Yes,17
41,single,Master Degree,Male,32,15-20 kms,Consultants,3,10/16/2015,2/12/2016,82,4,Vertical,No,17,Yes,No,119
29,married,Associate Degree,Male,11,15-20 kms,Social Media,3,11/29/2015,1/1/2016,26,3,Lateral,Yes,5,Yes,Yes,33
29,single,Associate Degree,Male,11,<15 kms,Consultants,3,3/27/2015,4/10/2015,27,5,Vertical,Yes,5,No,Yes,14
45,divorced,Associate Degree,Male,34,> 20 kms,Company Website,3,9/24/2015,1/30/2016,89,6,Lateral,No,21,Yes,No,128
44,married,Associate Degree,Male,12,<15 kms,Internal Referrals,6,8/25/2015,9/17/2015,20,5,Vertical,No,20,Yes,Yes,23
25,married,Associate Degree,Male,13,<15 kms,Company Website,7,7/31/2015,9/29/2015,22,2,Lateral,No,1,No,Yes,60
38,divorced,Master Degree,Male,10,> 20 kms,Social Media,5,8/20/2015,8/23/2015,24,4,Vertical,Yes,14,Yes,Yes,3
30,single,Bachelor Degree,Male,11,15-20 kms,Consultants,7,5/10/2016,6/6/2016,30,3,Lateral,Yes,6,Yes,Yes,27
29,married,Bachelor Degree,Male,34,15-20 kms,Social Media,3,7/6/2016,11/19/2016,61,5,Lateral,Yes,5,No,No,136
33,single,Associate Certification,Male,30,> 20 kms,Consultants,3,3/5/2015,7/5/2015,28,7,Vertical,No,9,Yes,No,122
29,single,Associate Degree,Male,10,> 20 kms,Internal Referrals,3,4/5/2015,4/22/2015,30,3,Lateral,No,5,Yes,Yes,17
27,single,Associate Certification,Male,35,> 20 kms,Company Website,4,5/27/2015,9/28/2015,59,3,Vertical,No,3,No,No,124
39,married,Associate Certification,Male,12,<15 kms,Internal Referrals,7,12/11/2015,1/15/2016,26,4,Lateral,Yes,15,Yes,Yes,35
30,married,Associate Degree,Male,34,15-20 kms,Job Portals,8,10/20/2015,2/6/2016,59,5,Vertical,No,6,Yes,No,109
37,married,Associate Degree,Male,33,15-20 kms,Consultants,5,6/27/2015,10/7/2015,30,7,Vertical,No,13,Yes,No,102
38,married,Associate Certification,Male,13,<15 kms,Company Website,8,3/5/2015,4/19/2015,25,6,Vertical,No,14,No,Yes,45
26,married,Associate Degree,Male,14,15-20 kms,Consultants,8,6/12/2015,7/19/2015,19,1,Vertical,Yes,2,No,Yes,37
32,single,Associate Certification,Male,33,15-20 kms,Company Website,4,8/31/2015,12/24/2015,46,4,Vertical,Yes,8,Yes,No,115
33,married,Bachelor Degree,Male,11,15-20 kms,Job Portals,5,1/20/2016,3/5/2016,20,3,Lateral,Yes,9,Yes,Yes,45
43,married,Associate Certification,Male,12,> 20 kms,Consultants,3,10/27/2015,12/13/2015,24,8,Vertical,Yes,19,No,Yes,47
32,married,Bachelor Degree,Male,35,<15 kms,Internal Referrals,6,2/23/2016,6/11/2016,88,4,Vertical,No,8,No,No,109
27,married,Associate Degree,Male,14,15-20 kms,Job Portals,6,7/18/2015,7/21/2015,30,3,Lateral,Yes,3,Yes,Yes,3
39,married,Associate Certification,Male,30,<15 kms,Social Media,7,2/13/2016,6/28/2016,32,5,Lateral,No,15,Yes,No,136
33,married,Associate Certification,Male,13,> 20 kms,Consultants,9,1/9/2015,2/15/2015,25,5,Lateral,Yes,9,Yes,Yes,37
34,married,Associate Degree,Male,14,<15 kms,Company Website,6,12/25/2015,2/15/2016,18,3,Vertical,No,10,Yes,Yes,52
26,married,Associate Degree,Male,40,<15 kms,Company Website,6,8/25/2015,12/8/2015,83,2,Lateral,No,2,No,No,105
36,married,Associate Certification,Male,33,15-20 kms,Company Website,10,11/13/2015,2/21/2016,75,4,Lateral,Yes,12,Yes,No,100
33,single,Bachelor Degree,Male,36,> 20 kms,Internal Referrals,9,5/10/2015,9/1/2015,41,8,Vertical,No,9,No,No,114
26,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,10/19/2015,11/13/2015,30,1,Vertical,No,2,Yes,Yes,25
42,married,Master Degree,Male,11,15-20 kms,Social Media,6,11/6/2015,12/30/2015,24,6,Lateral,No,18,Yes,Yes,54
31,single,Bachelor Degree,Male,12,<15 kms,Internal Referrals,4,8/17/2015,10/2/2015,20,5,Lateral,Yes,7,Yes,Yes,46
42,married,Bachelor Degree,Male,13,<15 kms,Internal Referrals,3,10/20/2015,11/10/2015,23,5,Vertical,Yes,9,No,Yes,21
33,married,Master Degree,Male,40,> 20 kms,Internal Referrals,5,4/24/2016,8/11/2016,95,7,Lateral,No,9,No,No,109
29,married,Associate Certification,Male,30,<15 kms,Company Website,3,7/18/2015,11/25/2015,59,3,Vertical,Yes,5,Yes,No,130
28,married,Bachelor Degree,Male,12,<15 kms,Internal Referrals,9,10/25/2015,11/6/2015,24,3,Vertical,No,4,No,Yes,12
32,divorced,Associate Certification,Male,30,> 20 kms,Job Portals,6,3/10/2015,7/11/2015,68,7,Lateral,No,8,Yes,No,123
42,married,Associate Degree,Male,13,> 20 kms,Consultants,10,4/23/2015,6/12/2015,27,6,Vertical,Yes,18,Yes,Yes,50
42,married,Associate Degree,Male,12,> 20 kms,Job Portals,4,2/17/2016,3/8/2016,24,4,Lateral,No,12,Yes,Yes,20
30,married,Bachelor Degree,Male,10,<15 kms,Internal Referrals,5,10/27/2015,11/5/2015,22,4,Vertical,Yes,6,Yes,Yes,9
33,married,Associate Certification,Male,34,> 20 kms,Consultants,8,10/16/2015,2/26/2016,31,6,Vertical,Yes,9,Yes,No,133
29,married,Associate Degree,Male,10,> 20 kms,Job Portals,10,2/3/2015,3/2/2015,24,5,Lateral,Yes,5,No,Yes,27
36,married,Associate Degree,Male,12,15-20 kms,Job Portals,6,7/18/2015,8/29/2015,27,4,Lateral,No,12,Yes,Yes,42
25,married,Associate Certification,Male,11,> 20 kms,Job Portals,3,3/27/2015,5/11/2015,19,1,Vertical,No,1,Yes,Yes,45
36,married,Master Degree,Male,10,<15 kms,Company Website,3,1/5/2015,2/16/2015,16,4,Vertical,No,12,Yes,Yes,42
37,married,Master Degree,Male,11,15-20 kms,Internal Referrals,3,3/23/2016,3/25/2016,15,5,Vertical,No,13,No,Yes,2
36,married,Bachelor Degree,Male,33,> 20 kms,Company Website,9,12/28/2015,4/29/2016,54,6,Lateral,Yes,12,Yes,No,123
31,married,Associate Degree,Male,38,15-20 kms,Company Website,9,3/31/2015,7/22/2015,62,4,Lateral,No,7,No,No,113
40,unknown,Master Degree,Male,12,<15 kms,Company Website,3,7/8/2016,7/19/2016,25,5,Vertical,No,16,No,Yes,11
43,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,3,2/17/2016,3/20/2016,27,8,Lateral,Yes,19,No,Yes,32
31,single,Associate Degree,Male,13,<15 kms,Internal Referrals,6,5/2/2015,6/14/2015,23,4,Lateral,Yes,7,Yes,Yes,43
34,married,Associate Certification,Male,10,> 20 kms,Social Media,10,8/25/2015,9/5/2015,23,3,Lateral,No,6,No,Yes,11
30,married,Bachelor Degree,Male,40,> 20 kms,Company Website,3,3/14/2016,7/1/2016,58,4,Lateral,No,6,No,No,109
32,married,Associate Certification,Male,30,15-20 kms,Social Media,9,5/11/2016,8/23/2016,61,3,Vertical,Yes,8,Yes,No,104
35,married,Master Degree,Male,13,> 20 kms,Consultants,3,2/27/2016,3/19/2016,25,3,Vertical,No,7,No,Yes,21
34,married,Bachelor Degree,Male,33,<15 kms,Consultants,10,2/7/2015,6/18/2015,48,6,Lateral,Yes,10,No,No,131
40,single,Associate Degree,Male,10,15-20 kms,Social Media,8,7/10/2015,7/27/2015,29,7,Vertical,Yes,16,No,Yes,17
46,married,Associate Certification,Male,31,<15 kms,Job Portals,5,10/25/2015,2/22/2016,66,6,Vertical,Yes,22,Yes,No,120
39,married,Associate Degree,Male,40,> 20 kms,Internal Referrals,6,3/13/2015,7/27/2015,33,7,Vertical,Yes,15,No,No,136
41,single,Associate Certification,Male,33,> 20 kms,Consultants,7,12/17/2015,4/21/2016,38,4,Vertical,Yes,17,No,No,126
25,married,Associate Certification,Male,32,> 20 kms,Social Media,4,9/24/2015,1/23/2016,36,2,Lateral,No,2,No,No,121
33,married,Associate Certification,Male,35,15-20 kms,Consultants,6,4/5/2016,7/26/2016,74,4,Lateral,No,9,No,No,112
38,married,Bachelor Degree,Male,12,15-20 kms,Consultants,4,3/14/2016,4/8/2016,22,6,Lateral,No,14,Yes,Yes,25
32,married,Associate Degree,Male,35,> 20 kms,Consultants,3,6/5/2015,9/19/2015,78,4,Lateral,Yes,8,Yes,No,106
44,married,Associate Certification,Male,30,> 20 kms,Social Media,5,5/17/2016,9/16/2016,66,3,Vertical,No,20,No,No,122
42,married,Associate Certification,Male,14,> 20 kms,Internal Referrals,8,4/30/2015,5/18/2015,18,3,Vertical,Yes,7,Yes,Yes,18
45,married,Bachelor Degree,Male,33,15-20 kms,Company Website,3,5/22/2015,9/25/2015,79,5,Vertical,Yes,21,No,No,126
31,married,Associate Certification,Male,10,<15 kms,Job Portals,5,8/25/2015,10/13/2015,28,5,Lateral,Yes,7,Yes,Yes,49
31,married,Associate Degree,Male,11,15-20 kms,Social Media,3,12/20/2015,2/14/2016,16,5,Lateral,No,7,Yes,Yes,56
37,single,Master Degree,Male,13,15-20 kms,Internal Referrals,6,11/14/2015,12/18/2015,17,5,Lateral,Yes,13,No,Yes,34
40,divorced,Associate Certification,Male,36,15-20 kms,Social Media,7,9/13/2015,12/27/2015,59,4,Vertical,Yes,16,No,No,105
34,married,Bachelor Degree,Male,13,> 20 kms,Consultants,9,12/17/2015,1/13/2016,28,4,Lateral,No,10,No,Yes,27
41,married,Bachelor Degree,Male,14,15-20 kms,Company Website,8,10/29/2015,11/6/2015,19,7,Lateral,Yes,17,Yes,Yes,8
43,married,Associate Degree,Male,30,<15 kms,Job Portals,8,3/31/2015,8/11/2015,40,4,Lateral,Yes,19,Yes,No,133
45,married,Bachelor Degree,Male,12,> 20 kms,Job Portals,9,2/13/2016,4/4/2016,29,6,Lateral,Yes,21,No,Yes,51
39,married,Master Degree,Male,40,> 20 kms,Internal Referrals,10,1/15/2016,5/10/2016,46,8,Vertical,No,15,No,No,116
36,married,Master Degree,Male,10,15-20 kms,Internal Referrals,4,12/20/2015,2/14/2016,19,7,Vertical,No,12,No,Yes,56
26,single,Associate Degree,Male,10,<15 kms,Company Website,7,10/19/2015,10/30/2015,23,1,Lateral,Yes,2,No,Yes,11
25,single,Associate Certification,Male,34,15-20 kms,Internal Referrals,7,12/20/2015,5/8/2016,85,1,Lateral,Yes,1,Yes,No,140
44,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,7,6/27/2016,10/14/2016,35,3,Vertical,No,20,No,No,109
45,married,Master Degree,Male,30,15-20 kms,Internal Referrals,4,3/14/2015,6/22/2015,29,6,Lateral,Yes,21,No,No,100
38,single,Master Degree,Male,33,15-20 kms,Consultants,6,1/27/2016,6/5/2016,58,5,Lateral,Yes,14,No,No,130
27,married,Associate Certification,Male,38,15-20 kms,Social Media,3,1/4/2015,5/3/2015,59,4,Lateral,No,3,No,No,119
45,married,Associate Degree,Male,12,<15 kms,Consultants,9,5/27/2015,6/3/2015,15,5,Vertical,Yes,21,No,Yes,7
28,single,Bachelor Degree,Male,35,<15 kms,Internal Referrals,5,5/9/2016,9/1/2016,78,5,Lateral,No,4,Yes,No,115
33,single,Associate Certification,Male,13,<15 kms,Company Website,3,4/30/2015,5/2/2015,30,7,Vertical,Yes,9,No,Yes,2
37,divorced,Master Degree,Male,11,15-20 kms,Internal Referrals,3,10/16/2015,10/31/2015,25,6,Vertical,No,13,No,Yes,15
36,married,Associate Certification,Male,11,15-20 kms,Job Portals,8,4/18/2015,5/8/2015,28,3,Vertical,Yes,8,Yes,Yes,20
34,married,Associate Certification,Male,13,> 20 kms,Job Portals,10,3/27/2015,5/22/2015,15,8,Vertical,Yes,10,No,Yes,56
45,married,Bachelor Degree,Male,11,15-20 kms,Social Media,10,3/17/2015,4/12/2015,27,5,Vertical,No,21,Yes,Yes,26
26,single,Associate Degree,Male,11,15-20 kms,Job Portals,8,2/15/2016,3/24/2016,30,1,Lateral,Yes,2,Yes,Yes,38
26,married,Associate Degree,Male,39,> 20 kms,Social Media,4,6/24/2015,11/10/2015,28,1,Vertical,Yes,2,Yes,No,139
36,divorced,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,6/24/2015,8/12/2015,15,7,Vertical,No,12,Yes,Yes,49
42,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,5,4/15/2015,7/25/2015,81,3,Vertical,Yes,18,No,No,101
43,married,Master Degree,Male,34,<15 kms,Job Portals,10,12/28/2015,4/20/2016,64,5,Vertical,No,19,Yes,No,114
25,married,Associate Degree,Male,11,> 20 kms,Social Media,4,5/10/2015,5/12/2015,20,2,Vertical,Yes,1,Yes,Yes,2
29,married,Associate Certification,Male,36,> 20 kms,Company Website,4,3/14/2015,6/29/2015,64,4,Vertical,No,5,Yes,No,107
32,married,Associate Certification,Male,34,15-20 kms,Job Portals,9,1/15/2016,5/1/2016,85,3,Vertical,Yes,8,Yes,No,107
29,married,Associate Degree,Male,10,> 20 kms,Company Website,10,3/30/2016,5/7/2016,24,4,Lateral,Yes,5,Yes,Yes,38
44,married,Associate Certification,Male,38,<15 kms,Company Website,9,8/7/2015,12/4/2015,80,3,Vertical,Yes,20,No,No,119
43,married,Bachelor Degree,Male,37,> 20 kms,Consultants,9,4/20/2016,8/22/2016,43,8,Vertical,No,19,Yes,No,124
27,married,Bachelor Degree,Male,30,> 20 kms,Internal Referrals,7,12/20/2015,4/26/2016,74,3,Vertical,No,3,No,No,128
43,divorced,Master Degree,Male,39,> 20 kms,Social Media,7,6/10/2015,9/28/2015,66,6,Lateral,No,19,Yes,No,110
45,married,Associate Degree,Male,32,<15 kms,Company Website,9,3/23/2016,7/10/2016,70,4,Lateral,Yes,21,No,No,109
30,married,Associate Certification,Male,32,> 20 kms,Social Media,7,11/13/2015,2/21/2016,61,5,Lateral,Yes,6,Yes,No,100
28,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,7/31/2015,8/24/2015,24,3,Vertical,No,4,No,Yes,24
31,divorced,Associate Degree,Male,10,<15 kms,Job Portals,7,12/20/2015,1/17/2016,15,5,Lateral,Yes,7,Yes,Yes,28
37,single,Associate Degree,Male,12,> 20 kms,Company Website,8,12/17/2015,12/23/2015,16,8,Lateral,No,13,Yes,Yes,6
43,married,Master Degree,Male,36,15-20 kms,Company Website,3,4/24/2016,8/5/2016,83,3,Vertical,Yes,19,Yes,No,103
31,single,Bachelor Degree,Male,40,15-20 kms,Social Media,6,1/27/2016,6/11/2016,78,5,Vertical,Yes,7,Yes,No,136
45,single,Associate Degree,Male,37,15-20 kms,Internal Referrals,6,6/14/2015,9/29/2015,88,5,Vertical,No,21,No,No,107
29,married,Bachelor Degree,Male,13,> 20 kms,Consultants,6,1/19/2016,1/29/2016,18,5,Vertical,Yes,5,Yes,Yes,10
42,divorced,Master Degree,Male,35,<15 kms,Company Website,4,3/22/2016,7/7/2016,41,4,Vertical,Yes,18,No,No,107
25,divorced,Bachelor Degree,Male,10,<15 kms,Social Media,6,7/10/2015,8/6/2015,22,1,Lateral,Yes,1,No,Yes,27
40,single,Associate Degree,Male,35,> 20 kms,Internal Referrals,6,3/5/2015,7/14/2015,48,6,Vertical,No,16,Yes,No,131
37,married,Associate Degree,Male,14,<15 kms,Job Portals,6,9/24/2015,11/10/2015,20,6,Lateral,No,13,Yes,Yes,47
31,married,Associate Certification,Male,33,15-20 kms,Internal Referrals,3,2/20/2016,6/10/2016,32,4,Lateral,Yes,7,No,No,111
35,single,Associate Certification,Male,12,15-20 kms,Job Portals,7,2/13/2016,2/22/2016,28,4,Vertical,Yes,11,Yes,Yes,9
40,married,Associate Certification,Male,30,15-20 kms,Job Portals,4,1/3/2015,5/7/2015,38,5,Lateral,Yes,16,No,No,124
33,married,Master Degree,Male,31,<15 kms,Job Portals,3,5/25/2015,9/8/2015,68,6,Lateral,No,9,Yes,No,106
44,single,Associate Degree,Male,14,15-20 kms,Company Website,8,12/19/2015,2/2/2016,30,8,Vertical,No,20,Yes,Yes,45
29,single,Associate Degree,Male,12,> 20 kms,Job Portals,5,4/30/2015,5/3/2015,17,4,Lateral,Yes,5,No,Yes,3
37,married,Associate Degree,Male,12,15-20 kms,Consultants,5,4/10/2015,5/4/2015,28,6,Vertical,No,13,Yes,Yes,24
43,married,Associate Certification,Male,11,<15 kms,Job Portals,4,12/25/2015,12/26/2015,24,7,Lateral,Yes,19,Yes,Yes,1
40,divorced,Bachelor Degree,Male,38,> 20 kms,Company Website,4,2/27/2016,6/15/2016,51,6,Vertical,Yes,16,No,No,109
41,married,Associate Certification,Male,37,> 20 kms,Internal Referrals,8,4/1/2016,7/15/2016,36,3,Lateral,Yes,17,Yes,No,105
27,single,Associate Degree,Male,13,<15 kms,Company Website,7,7/15/2015,7/17/2015,15,5,Vertical,No,3,No,Yes,2
25,married,Associate Degree,Male,30,15-20 kms,Social Media,6,4/10/2015,8/15/2015,55,1,Lateral,No,1,No,No,127
27,married,Bachelor Degree,Male,33,<15 kms,Company Website,8,8/20/2015,12/24/2015,37,5,Lateral,No,6,No,No,126
30,married,Bachelor Degree,Male,35,15-20 kms,Consultants,8,12/19/2015,4/14/2016,59,4,Vertical,Yes,6,Yes,No,117
37,married,Master Degree,Male,35,> 20 kms,Consultants,6,8/16/2015,11/30/2015,69,8,Vertical,Yes,13,No,No,106
26,married,Associate Certification,Male,37,15-20 kms,Internal Referrals,3,2/27/2016,7/13/2016,54,1,Lateral,No,2,No,No,137
35,divorced,Master Degree,Male,10,<15 kms,Company Website,3,12/17/2015,12/18/2015,18,4,Lateral,Yes,11,Yes,Yes,1
46,married,Master Degree,Male,32,<15 kms,Consultants,10,4/15/2015,8/23/2015,82,3,Lateral,Yes,22,No,No,130
32,married,Associate Degree,Male,37,> 20 kms,Job Portals,3,7/17/2015,12/3/2015,73,7,Lateral,No,8,Yes,No,139
28,married,Bachelor Degree,Male,37,<15 kms,Consultants,10,2/27/2016,6/12/2016,53,3,Vertical,Yes,4,Yes,No,106
45,married,Associate Degree,Male,39,<15 kms,Company Website,8,11/14/2015,3/19/2016,52,3,Vertical,Yes,21,No,No,126
34,married,Associate Degree,Male,10,> 20 kms,Social Media,10,12/17/2015,2/10/2016,21,3,Lateral,Yes,10,No,Yes,55
33,married,Bachelor Degree,Male,13,15-20 kms,Internal Referrals,8,5/18/2015,6/21/2015,30,3,Lateral,Yes,9,Yes,Yes,34
42,married,Associate Degree,Male,14,> 20 kms,Consultants,10,11/14/2015,1/1/2016,16,5,Vertical,No,18,Yes,Yes,48
29,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,5,10/20/2015,12/16/2015,18,4,Lateral,No,5,No,Yes,57
41,single,Master Degree,Male,13,15-20 kms,Social Media,10,4/18/2015,5/1/2015,17,4,Lateral,No,11,No,Yes,13
26,divorced,Associate Degree,Male,11,> 20 kms,Company Website,6,2/3/2015,3/17/2015,27,1,Vertical,No,2,No,Yes,42
40,single,Bachelor Degree,Male,10,15-20 kms,Company Website,10,3/26/2016,5/22/2016,19,5,Lateral,Yes,16,Yes,Yes,57
26,single,Associate Certification,Male,30,> 20 kms,Internal Referrals,9,12/24/2015,4/9/2016,87,2,Vertical,No,2,Yes,No,107
37,single,Associate Certification,Male,30,> 20 kms,Social Media,3,7/23/2015,12/4/2015,78,6,Lateral,Yes,13,Yes,No,134
39,single,Associate Certification,Male,13,<15 kms,Social Media,3,3/31/2015,4/5/2015,18,5,Lateral,Yes,15,Yes,Yes,5
41,divorced,Associate Degree,Male,12,<15 kms,Job Portals,3,12/19/2015,1/15/2016,26,6,Vertical,No,17,No,Yes,27
27,married,Associate Certification,Male,12,> 20 kms,Company Website,4,6/24/2015,6/27/2015,23,5,Vertical,No,3,Yes,Yes,3
30,single,Associate Degree,Male,30,<15 kms,Internal Referrals,3,7/6/2016,11/12/2016,89,3,Vertical,Yes,6,Yes,No,129
45,married,Bachelor Degree,Male,31,15-20 kms,Internal Referrals,6,2/23/2016,6/28/2016,55,3,Vertical,No,21,Yes,No,126
30,married,Bachelor Degree,Male,30,<15 kms,Job Portals,3,12/24/2015,4/21/2016,25,4,Lateral,Yes,6,Yes,No,119
26,married,Associate Degree,Male,33,> 20 kms,Internal Referrals,8,1/15/2016,4/24/2016,27,2,Lateral,Yes,2,No,No,100
30,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,6/6/2015,7/4/2015,21,4,Lateral,Yes,6,Yes,Yes,28
32,divorced,Bachelor Degree,Male,37,<15 kms,Consultants,9,6/18/2015,10/9/2015,51,7,Vertical,Yes,8,No,No,113
